# t theta1 omega1 theta2 omega2 KE1 PE1 KE2 PE2 E_Total
2.21000000 0.14671827 -0.51633886 -0.13850366 0.11753434 0.13330291 0.10539699 0.00690716 0.09394358 0.66495684
2.22000000 0.14145196 -0.53678888 -0.13729284 0.12465742 0.14407115 0.09797893 0.00776974 0.09231080 0.65292529
2.23000000 0.13598521 -0.55642273 -0.13600993 0.13195425 0.15480312 0.09056347 0.00870596 0.09059634 0.64059433
2.24000000 0.13032631 -0.57521635 -0.13465319 0.13942229 0.16543692 0.08319331 0.00971929 0.08880062 0.62800668
2.25000000 0.12448376 -0.59314765 -0.13322093 0.14705766 0.17591207 0.07591079 0.01081298 0.08692436 0.61520702
2.26000000 0.11846630 -0.61019654 -0.13171149 0.15485514 0.18616991 0.06875759 0.01199006 0.08496859 0.60224187
2.27000000 0.11228283 -0.62634496 -0.13012330 0.16280816 0.19615400 0.06177453 0.01325325 0.08293470 0.58915943
2.28000000 0.10594245 -0.64157690 -0.12845484 0.17090876 0.20581046 0.05500128 0.01460490 0.08082444 0.57600945
2.29000000 0.09945440 -0.65587845 -0.12670467 0.17914769 0.21508827 0.04847625 0.01604695 0.07863994 0.56284309
2.30000000 0.09282803 -0.66923778 -0.12487146 0.18751433 0.22393960 0.04223625 0.01758081 0.07638375 0.54971268
2.31000000 0.08607282 -0.68164516 -0.12295399 0.19599677 0.23232007 0.03631641 0.01920737 0.07405887 0.53667154
2.32000000 0.07919832 -0.69309298 -0.12095118 0.20458181 0.24018894 0.03074992 0.02092686 0.07166873 0.52377375
2.33000000 0.07221417 -0.70357571 -0.11886206 0.21325498 0.24750939 0.02556791 0.02273884 0.06921722 0.51107388
2.34000000 0.06513004 -0.71308991 -0.11668584 0.22200063 0.25424861 0.02079927 0.02464214 0.06670870 0.49862678
2.35000000 0.05795561 -0.72163420 -0.11442187 0.23080190 0.26037796 0.01647056 0.02663476 0.06414801 0.48648726
2.36000000 0.05070058 -0.72920923 -0.11206968 0.23964083 0.26587305 0.01260584 0.02871386 0.06154045 0.47470984
2.37000000 0.04337465 -0.73581767 -0.10962899 0.24849839 0.27071382 0.00922662 0.03087572 0.05889180 0.46334842
2.38000000 0.03598744 -0.74146415 -0.10709971 0.25735452 0.27488454 0.00635176 0.03311567 0.05620830 0.45245601
2.39000000 0.02854855 -0.74615521 -0.10448197 0.26618823 0.27837380 0.00399740 0.03542809 0.05349665 0.44208442
2.40000000 0.02106749 -0.74989927 -0.10177610 0.27497764 0.28117445 0.00217695 0.03780635 0.05076398 0.43228392
2.41000000 0.01355369 -0.75270654 -0.09898264 0.28370007 0.28328357 0.00090105 0.04024286 0.04801782 0.42310300
2.42000000 0.00601644 -0.75458900 -0.09610240 0.29233211 0.28470228 0.00017755 0.04272903 0.04526611 0.41458800
2.43000000 -0.00153506 -0.75556030 -0.09313638 0.30084971 0.28543568 0.00001156 0.04525527 0.04251711 0.40678284
2.44000000 -0.00909178 -0.75563569 -0.09008587 0.30922824 0.28549265 0.00040545 0.04781105 0.03977943 0.39972875
2.45000000 -0.01664484 -0.75483197 -0.08695236 0.31744262 0.28488565 0.00135890 0.05038491 0.03706194 0.39346399
2.46000000 -0.02418555 -0.75316734 -0.08373765 0.32546735 0.28363052 0.00286899 0.05296450 0.03437373 0.38802356
2.47000000 -0.03170538 -0.75066140 -0.08044373 0.33327669 0.28174627 0.00493025 0.05553668 0.03172410 0.38343900
2.48000000 -0.03919604 -0.74733501 -0.07707292 0.34084465 0.27925481 0.00753473 0.05808754 0.02912243 0.37973814
2.49000000 -0.04664942 -0.74321018 -0.07362773 0.34814519 0.27618069 0.01067217 0.06060254 0.02657821 0.37694492
2.50000000 -0.05405766 -0.73831003 -0.07011099 0.35515224 0.27255085 0.01433005 0.06306656 0.02410090 0.37507920
2.51000000 -0.06141312 -0.73265865 -0.06652575 0.36183984 0.26839435 0.01849374 0.06546403 0.02169994 0.37415662
2.52000000 -0.06870841 -0.72628099 -0.06287534 0.36818224 0.26374204 0.02314664 0.06777908 0.01938459 0.37418845
2.53000000 -0.07593640 -0.71920281 -0.05916334 0.37415399 0.25862634 0.02827029 0.06999560 0.01716397 0.37518155
2.54000000 -0.08309022 -0.71145051 -0.05539358 0.37973003 0.25308091 0.03384456 0.07209745 0.01504689 0.37713823
2.55000000 -0.09016325 -0.70305107 -0.05157014 0.38488583 0.24714041 0.03984776 0.07406855 0.01304186 0.38005629
2.56000000 -0.09714917 -0.69403196 -0.04769735 0.38959743 0.24084018 0.04625681 0.07589308 0.01115694 0.38392894
2.57000000 -0.10404192 -0.68442097 -0.04377975 0.39384160 0.23421603 0.05304738 0.07755560 0.00939975 0.38874488
2.58000000 -0.11083571 -0.67424617 -0.03982215 0.39759589 0.22730395 0.06019409 0.07904125 0.00777734 0.39448833
2.59000000 -0.11752506 -0.66353579 -0.03582954 0.40083875 0.22013987 0.06767060 0.08033585 0.00629615 0.40113910
2.60000000 -0.12410474 -0.65231809 -0.03180715 0.40354959 0.21275945 0.07544983 0.08142614 0.00496194 0.40867273
2.61000000 -0.13056982 -0.64062130 -0.02776039 0.40570893 0.20519783 0.08350405 0.08229987 0.00377974 0.41706061
2.62000000 -0.13691566 -0.62847351 -0.02369487 0.40729840 0.19748948 0.09180508 0.08294599 0.00275377 0.42627011
2.63000000 -0.14313788 -0.61590256 -0.01961638 0.40830091 0.18966798 0.10032440 0.08335481 0.00188739 0.43626484
2.64000000 -0.14923239 -0.60293598 -0.01553086 0.40870064 0.18176590 0.10903328 0.08351811 0.00118310 0.44700479
2.65000000 -0.15519537 -0.58960086 -0.01144442 0.40848320 0.17381459 0.11790296 0.08342926 0.00064242 0.45844657
2.66000000 -0.16102327 -0.57592380 -0.00736330 0.40763563 0.16584411 0.12690470 0.08308340 0.00026594 0.47054370
2.67000000 -0.16671280 -0.56193083 -0.00329385 0.40614649 0.15788313 0.13600998 0.08247749 0.00005322 0.48324683
2.68000000 -0.17226092 -0.54764731 0.00075746 0.40400594 0.14995879 0.14519055 0.08161040 0.00000281 0.49650399
2.69000000 -0.17766486 -0.53309788 0.00478407 0.40120576 0.14209668 0.15441853 0.08048303 0.00011226 0.51026094
2.70000000 -0.18292207 -0.51830639 0.00877935 0.39773940 0.13432075 0.16366654 0.07909831 0.00037806 0.52446142
2.71000000 -0.18803025 -0.50329581 0.01273662 0.39360205 0.12665333 0.17290779 0.07746129 0.00079569 0.53904745
2.72000000 -0.19298733 -0.48808823 0.01664915 0.38879064 0.11911506 0.18211607 0.07557908 0.00135961 0.55395963
2.73000000 -0.19779143 -0.47270476 0.02051018 0.38330392 0.11172489 0.19126594 0.07346095 0.00206330 0.56913747
2.74000000 -0.20244091 -0.45716551 0.02431298 0.37714242 0.10450015 0.20033270 0.07111820 0.00289931 0.58451965
2.75000000 -0.20693429 -0.44148954 0.02805079 0.37030851 0.09745651 0.20929247 0.06856420 0.00385923 0.60004435
2.76000000 -0.21127030 -0.42569483 0.03171692 0.36280641 0.09060805 0.21812222 0.06581424 0.00493383 0.61564951
2.77000000 -0.21544784 -0.40979827 0.03530471 0.35464217 0.08396731 0.22679985 0.06288554 0.00611307 0.63127314
2.78000000 -0.21946598 -0.39381558 0.03880758 0.34582371 0.07754536 0.23530414 0.05979702 0.00738614 0.64685359
2.79000000 -0.22332392 -0.37776138 0.04221904 0.33636075 0.07135183 0.24361485 0.05656928 0.00874160 0.66232980
2.80000000 -0.22702101 -0.36164911 0.04553269 0.32626486 0.06539504 0.25171268 0.05322438 0.01016741 0.67764159
2.81000000 -0.23055675 -0.34549106 0.04874227 0.31554939 0.05968204 0.25957929 0.04978571 0.01165103 0.69272983
2.82000000 -0.23393072 -0.32929836 0.05184166 0.30422948 0.05421871 0.26719733 0.04627779 0.01317952 0.70753675
2.83000000 -0.23714263 -0.31308099 0.05482490 0.29232199 0.04900985 0.27455039 0.04272607 0.01473961 0.72200608
2.84000000 -0.24019229 -0.29684781 0.05768620 0.27984548 0.04405931 0.28162303 0.03915675 0.01631783 0.73608330
2.85000000 -0.24307956 -0.28060654 0.06041998 0.26682018 0.03937002 0.28840076 0.03559651 0.01790062 0.74971578
2.86000000 -0.24580441 -0.26436384 0.06302085 0.25326791 0.03494412 0.29487000 0.03207232 0.01947439 0.76285300
2.87000000 -0.24836685 -0.24812527 0.06548366 0.23921203 0.03078307 0.30101812 0.02861120 0.02102566 0.77544663
2.88000000 -0.25076695 -0.23189540 0.06780349 0.22467738 0.02688774 0.30683335 0.02523996 0.02254119 0.78745074
2.89000000 -0.25300480 -0.21567780 0.06997570 0.20969022 0.02325846 0.31230480 0.02198499 0.02400802 0.79882187
2.90000000 -0.25508055 -0.19947510 0.07199588 0.19427814 0.01989516 0.31742243 0.01887200 0.02541363 0.80951920
2.91000000 -0.25699436 -0.18328903 0.07385994 0.17847001 0.01679743 0.32217704 0.01592577 0.02674604 0.81950456
2.92000000 -0.25874639 -0.16712050 0.07556406 0.16229586 0.01396463 0.32656022 0.01316997 0.02799387 0.82874261
2.93000000 -0.26033683 -0.15096963 0.07710474 0.14578684 0.01139591 0.33056432 0.01062690 0.02914647 0.83720086
2.94000000 -0.26176584 -0.13483581 0.07847879 0.12897508 0.00909035 0.33418248 0.00831729 0.03019400 0.84484975
2.95000000 -0.26303360 -0.11871780 0.07968334 0.11189364 0.00704696 0.33740854 0.00626009 0.03112750 0.85166270
2.96000000 -0.26414025 -0.10261373 0.08071588 0.09457638 0.00526479 0.34023707 0.00447235 0.03193899 0.85761617
2.97000000 -0.26508591 -0.08652126 0.08157420 0.07705789 0.00374296 0.34266334 0.00296896 0.03262149 0.86268968
2.98000000 -0.26587070 -0.07043758 0.08225648 0.05937338 0.00248073 0.34468327 0.00176260 0.03316915 0.86686588
2.99000000 -0.26649468 -0.05435951 0.08276123 0.04155854 0.00147748 0.34629347 0.00086356 0.03357724 0.87013052
3.00000000 -0.26695790 -0.03828357 0.08308734 0.02364950 0.00073282 0.34749119 0.00027965 0.03384222 0.87247254
3.01000000 -0.26726035 -0.02220609 0.08323403 0.00568266 0.00024656 0.34827433 0.00001615 0.03396175 0.87388402
3.02000000 -0.26740200 -0.00612323 0.08320092 -0.01230536 0.00001875 0.34864141 0.00007571 0.03393475 0.87436025
3.03000000 -0.26738278 0.00996889 0.08298797 -0.03027788 0.00004969 0.34859159 0.00045838 0.03376137 0.87389969
3.04000000 -0.26720258 0.02607414 0.08259553 -0.04819826 0.00033993 0.34812468 0.00116154 0.03344300 0.87250403
3.05000000 -0.26686124 0.04219626 0.08202430 -0.06602996 0.00089026 0.34724111 0.00217998 0.03298228 0.87017813
3.06000000 -0.26635859 0.05833885 0.08127535 -0.08373673 0.00170171 0.34594196 0.00350592 0.03238304 0.86693005
3.07000000 -0.26569439 0.07450522 0.08035011 -0.10128263 0.00277551 0.34422896 0.00512909 0.03165033 0.86277105
3.08000000 -0.26486839 0.09069836 0.07925035 -0.11863221 0.00411310 0.34210450 0.00703680 0.03079031 0.85771556
3.09000000 -0.26388032 0.10692085 0.07797823 -0.13575059 0.00571603 0.33957168 0.00921411 0.02981026 0.85178116
3.10000000 -0.26272987 0.12317476 0.07653623 -0.15260352 0.00758601 0.33663425 0.01164392 0.02871846 0.84498858
3.11000000 -0.26141672 0.13946164 0.07492716 -0.16915756 0.00972477 0.33329673 0.01430714 0.02752418 0.83736163
3.12000000 -0.25994052 0.15578237 0.07315418 -0.18538012 0.01213407 0.32956434 0.01718289 0.02623757 0.82892721
3.13000000 -0.25830096 0.17213718 0.07122077 -0.20123957 0.01481560 0.32544308 0.02024868 0.02486960 0.81971522
3.14000000 -0.25649767 0.18852551 0.06913070 -0.21670535 0.01777093 0.32093974 0.02348060 0.02343193 0.80975855
3.15000000 -0.25453034 0.20494600 0.06688807 -0.23174802 0.02100143 0.31606192 0.02685357 0.02193686 0.79909296
3.16000000 -0.25239865 0.22139642 0.06449725 -0.24633938 0.02450819 0.31081808 0.03034155 0.02039721 0.78775706
3.17000000 -0.25010232 0.23787361 0.06196288 -0.26045255 0.02829193 0.30521753 0.03391777 0.01882622 0.77579219
3.18000000 -0.24764110 0.25437344 0.05928987 -0.27406201 0.03235292 0.29927047 0.03755499 0.01723744 0.76324232
3.19000000 -0.24501479 0.27089076 0.05648340 -0.28714370 0.03669090 0.29298804 0.04122575 0.01564463 0.75015395
3.20000000 -0.24222325 0.28741937 0.05354884 -0.29967509 0.04130495 0.28638232 0.04490258 0.01406162 0.73657597
3.21000000 -0.23926639 0.30395200 0.05049180 -0.31163522 0.04619341 0.27946636 0.04855826 0.01250226 0.72255952
3.22000000 -0.23614422 0.32048025 0.04731810 -0.32300478 0.05135380 0.27225418 0.05216604 0.01098026 0.70815783
3.23000000 -0.23285683 0.33699458 0.04403373 -0.33376612 0.05678267 0.26476082 0.05569991 0.00950911 0.69342606
3.24000000 -0.22940441 0.35348431 0.04064486 -0.34390333 0.06247558 0.25700235 0.05913475 0.00810197 0.67842109
3.25000000 -0.22578727 0.36993759 0.03715779 -0.35340228 0.06842691 0.24899584 0.06244659 0.00677156 0.66320132
3.26000000 -0.22200583 0.38634138 0.03357898 -0.36225062 0.07462983 0.24075942 0.06561276 0.00553010 0.64782648
3.27000000 -0.21806065 0.40268151 0.02991498 -0.37043781 0.08107620 0.23231221 0.06861209 0.00438919 0.63235735
3.28000000 -0.21395246 0.41894261 0.02617246 -0.37795518 0.08775645 0.22367439 0.07142506 0.00335972 0.61685553
3.29000000 -0.20968212 0.43510816 0.02235814 -0.38479589 0.09465956 0.21486715 0.07403394 0.00245184 0.60138320
3.30000000 -0.20525067 0.45116054 0.01847881 -0.39095496 0.10177292 0.20591264 0.07642289 0.00167485 0.58600282
3.31000000 -0.20065935 0.46708098 0.01454132 -0.39642928 0.10908232 0.19683399 0.07857809 0.00103714 0.57077685
3.32000000 -0.19590956 0.48284964 0.01055252 -0.40121756 0.11657189 0.18765528 0.08048777 0.00054619 0.55576748
3.33000000 -0.19100293 0.49844564 0.00651925 -0.40532039 0.12422403 0.17840143 0.08214231 0.00020847 0.54103629
3.34000000 -0.18594129 0.51384711 0.00244838 -0.40874013 0.13201943 0.16909823 0.08353425 0.00002940 0.52664399
3.35000000 -0.18072671 0.52903119 -0.00165328 -0.41148095 0.13993700 0.15977223 0.08465829 0.00001341 0.51265010
3.36000000 -0.17536147 0.54397415 -0.00577899 -0.41354878 0.14795394 0.15045068 0.08551130 0.00016381 0.49911261
3.37000000 -0.16984811 0.55865140 -0.00992204 -0.41495126 0.15604569 0.14116147 0.08609228 0.00048288 0.48608771
3.38000000 -0.16418942 0.57303756 -0.01407583 -0.41569770 0.16418602 0.13193301 0.08640229 0.00097181 0.47362949
3.39000000 -0.15838842 0.58710656 -0.01823385 -0.41579904 0.17234706 0.12279417 0.08644442 0.00163074 0.46178960
3.40000000 -0.15244843 0.60083167 -0.02238970 -0.41526777 0.18049935 0.11377417 0.08622366 0.00245877 0.45061704
3.41000000 -0.14637302 0.61418560 -0.02653714 -0.41411790 0.18861197 0.10490243 0.08574682 0.00345399 0.44015778
3.42000000 -0.14016605 0.62714059 -0.03067005 -0.41236488 0.19665266 0.09620852 0.08502240 0.00461354 0.43045461
3.43000000 -0.13383164 0.63966847 -0.03478248 -0.41002551 0.20458788 0.08772195 0.08406046 0.00593357 0.42154680
3.44000000 -0.12737420 0.65174079 -0.03886866 -0.40711789 0.21238303 0.07947210 0.08287249 0.00740941 0.41346995
3.45000000 -0.12079843 0.66332887 -0.04292301 -0.40366134 0.22000259 0.07148805 0.08147124 0.00903551 0.40625572
3.46000000 -0.11410933 0.67440391 -0.04694013 -0.39967631 0.22741031 0.06379844 0.07987058 0.01080557 0.39993171
3.47000000 -0.10731216 0.68493710 -0.05091484 -0.39518427 0.23456941 0.05643130 0.07808530 0.01271259 0.39452124
3.48000000 -0.10041249 0.69489971 -0.05484220 -0.39020766 0.24144280 0.04941395 0.07613101 0.01474891 0.39004328
3.49000000 -0.09341617 0.70426320 -0.05871746 -0.38476979 0.24799333 0.04277276 0.07402389 0.01690631 0.38651229
3.50000000 -0.08632932 0.71299931 -0.06253614 -0.37889469 0.25418401 0.03653305 0.07178059 0.01917607 0.38393818
3.51000000 -0.07915836 0.72108019 -0.06629398 -0.37260711 0.25997832 0.03071891 0.06941803 0.02154905 0.38232628
3.52000000 -0.07190999 0.72847846 -0.06998699 -0.36593233 0.26534044 0.02535306 0.06695324 0.02401576 0.38167728
3.53000000 -0.06459116 0.73516737 -0.07361142 -0.35889612 0.27023553 0.02045663 0.06440321 0.02656644 0.38198728
3.54000000 -0.05720909 0.74112087 -0.07716379 -0.35152459 0.27463007 0.01604910 0.06178477 0.02919111 0.38324781
3.55000000 -0.04977128 0.74631370 -0.08064088 -0.34384414 0.27849207 0.01214806 0.05911440 0.03187970 0.38544595
3.56000000 -0.04228544 0.75072154 -0.08403973 -0.33588133 0.28179142 0.00876912 0.05640813 0.03462205 0.38856440
3.57000000 -0.03475954 0.75432109 -0.08735766 -0.32766277 0.28450015 0.00592575 0.05368145 0.03740802 0.39258162
3.58000000 -0.02720178 0.75709014 -0.09059223 -0.31921504 0.28659274 0.00362917 0.05094912 0.04022757 0.39747199
3.59000000 -0.01962058 0.75900770 -0.09374128 -0.31056459 0.28804635 0.00188820 0.04822518 0.04307078 0.40320603
3.60000000 -0.01202453 0.76005409 -0.09680293 -0.30173764 0.28884111 0.00070920 0.04552280 0.04592793 0.40975055
3.61000000 -0.00442246 0.76021102 -0.09977553 -0.29276005 0.28896040 0.00009593 0.04285422 0.04878955 0.41706894
3.62000000 0.00317666 0.75946167 -0.10265771 -0.28365730 0.28839102 0.00004950 0.04023073 0.05164648 0.42512139
3.63000000 0.01076370 0.75779080 -0.10544834 -0.27445434 0.28712345 0.00056827 0.03766259 0.05448991 0.43386518
3.64000000 0.01832936 0.75518478 -0.10814655 -0.26517550 0.28515203 0.00164786 0.03515902 0.05731140 0.44325494
3.65000000 0.02586424 0.75163172 -0.11075168 -0.25584447 0.28247512 0.00328106 0.03272820 0.06010294 0.45324295
3.66000000 0.03335881 0.74712149 -0.11326334 -0.24648414 0.27909526 0.00545783 0.03037722 0.06285696 0.46377948
3.67000000 0.04080345 0.74164580 -0.11568134 -0.23711658 0.27501924 0.00816531 0.02811214 0.06556639 0.47481304
3.68000000 0.04818848 0.73519826 -0.11800572 -0.22776294 0.27025824 0.01138784 0.02593798 0.06822461 0.48629073
3.69000000 0.05550416 0.72777444 -0.12023671 -0.21844340 0.26482782 0.01510701 0.02385876 0.07082555 0.49815856
3.70000000 0.06274071 0.71937188 -0.12237476 -0.20917707 0.25874795 0.01930169 0.02187752 0.07336361 0.51036173
3.71000000 0.06988833 0.70999015 -0.12442049 -0.19998201 0.25204301 0.02394813 0.01999640 0.07583375 0.52284497
3.72000000 0.07693725 0.69963089 -0.12637470 -0.19087508 0.24474169 0.02902005 0.01821665 0.07823142 0.53555280
3.73000000 0.08387771 0.68829782 -0.12823834 -0.18187198 0.23687694 0.03448875 0.01653871 0.08055260 0.54842987
3.74000000 0.09069998 0.67599675 -0.13001253 -0.17298714 0.22848581 0.04032326 0.01496228 0.08279376 0.56142116
3.75000000 0.09739444 0.66273563 -0.13169852 -0.16423374 0.21960926 0.04649048 0.01348636 0.08495188 0.57447232
3.76000000 0.10395153 0.64852449 -0.13329768 -0.15562363 0.21029201 0.05295533 0.01210936 0.08702441 0.58752985
3.77000000 0.11036180 0.63337551 -0.13481151 -0.14716735 0.20058227 0.05968095 0.01082911 0.08900924 0.60054138
3.78000000 0.11661596 0.61730295 -0.13624157 -0.13887409 0.19053146 0.06662892 0.00964301 0.09090472 0.61345584
3.79000000 0.12270484 0.60032317 -0.13758956 -0.13075166 0.18019395 0.07375940 0.00854800 0.09270960 0.62622365
3.80000000 0.12861946 0.58245460 -0.13885720 -0.12280654 0.16962668 0.08103144 0.00754072 0.09442302 0.63879692
3.81000000 0.13435103 0.56371771 -0.14004630 -0.11504382 0.15888883 0.08840314 0.00661754 0.09604446 0.65112956
3.82000000 0.13989099 0.54413495 -0.14115870 -0.10746723 0.14804142 0.09583191 0.00577460 0.09757376 0.66317741
3.83000000 0.14523100 0.52373076 -0.14219627 -0.10007917 0.13714696 0.10327475 0.00500792 0.09901102 0.67489838
3.84000000 0.15036296 0.50253148 -0.14316091 -0.09288069 0.12626894 0.11068846 0.00431341 0.10035663 0.68625249
3.85000000 0.15527907 0.48056529 -0.14405452 -0.08587155 0.11547150 0.11802990 0.00368696 0.10161121 0.69720195
3.86000000 0.15997181 0.45786220 -0.14487897 -0.07905022 0.10481890 0.12525629 0.00312447 0.10277558 0.70771122
3.87000000 0.16443396 0.43445394 -0.14563614 -0.07241394 0.09437511 0.13232542 0.00262189 0.10385073 0.71774702
3.88000000 0.16865865 0.41037390 -0.14632785 -0.06595875 0.08420337 0.13919592 0.00217528 0.10483781 0.72727835
3.89000000 0.17263932 0.38565705 -0.14695590 -0.05967951 0.07436568 0.14582752 0.00178082 0.10573806 0.73627649
3.90000000 0.17636979 0.36033990 -0.14752201 -0.05356999 0.06492242 0.15218131 0.00143487 0.10655280 0.74471498
3.91000000 0.17984424 0.33446035 -0.14802784 -0.04762290 0.05593186 0.15821993 0.00113397 0.10728343 0.75256959
3.92000000 0.18305725 0.30805764 -0.14847498 -0.04182997 0.04744976 0.16390786 0.00087487 0.10793134 0.75981830
3.93000000 0.18600378 0.28117228 -0.14886492 -0.03618198 0.03952893 0.16921158 0.00065457 0.10849797 0.76644124
3.94000000 0.18867922 0.25384590 -0.14919907 -0.03066886 0.03221887 0.17409985 0.00047029 0.10898468 0.77242066
3.95000000 0.19107937 0.22612119 -0.14947871 -0.02527974 0.02556540 0.17854383 0.00031953 0.10939284 0.77774084
3.96000000 0.19320047 0.19804177 -0.14970504 -0.02000303 0.01961027 0.18251730 0.00020006 0.10972374 0.78238811
3.97000000 0.19503917 0.16965212 -0.14987911 -0.01482649 0.01439092 0.18599683 0.00010991 0.10997857 0.78635072
3.98000000 0.19659262 0.14099744 -0.15000186 -0.00973735 0.00994014 0.18896190 0.00004741 0.11015845 0.78961885
3.99000000 0.19785839 0.11212355 -0.15007410 -0.00472231 0.00628585 0.19139504 0.00001115 0.11026439 0.79218451
4.00000000 0.19883452 0.08307681 -0.15009651 0.00023228 0.00345088 0.19328194 0.00000003 0.11029725 0.79404154
